XCoord,YCoord,START_NODE,END_NODE,EDGE,LENGTH
366665.0817,3631123.128,1,2,1,735.4102381
366665.0817,3631123.128,1,2,2,399.1151752
366665.0817,3631123.128,1,8,4,347.904284
366964.1358,3630882.795,2,1,1,735.4102381
366964.1358,3630882.795,2,1,2,399.1151752
366964.1358,3630882.795,2,5,3,696.0630429
367349.7007,3631408.454,5,2,3,696.0630429
367349.7007,3631408.454,5,9,5,1305.400746
367349.7007,3631408.454,5,14,8,1533.109398
