XCoord,YCoord,START_NODE,END_NODE,EDGE,LENGTH
440694.5213,4372956.468,152,147,77,615.0366475
440694.5213,4372956.468,152,155,79,13.60963756
440694.5213,4372956.468,152,244,122,538.7620187
440680.9236,4372957.038,155,122,78,325.1358687
440680.9236,4372957.038,155,152,79,13.60963756
440680.9236,4372957.038,155,160,81,582.3161618
440680.9236,4372957.038,155,247,124,538.9993709
440099.1005,4372980.996,160,130,80,320.9998954
440099.1005,4372980.996,160,155,81,582.3161618
440099.1005,4372980.996,160,163,83,532.0934254
440099.1005,4372980.996,160,252,126,550.382241
439567.4802,4373003.429,163,133,82,339.9242001
439567.4802,4373003.429,163,160,83,532.0934254
439567.4802,4373003.429,163,167,85,456.2680506
439567.4802,4373003.429,163,273,137,560.9207263
439111.5232,4373020.275,167,137,84,351.0178146
439111.5232,4373020.275,167,163,85,456.2680506
439111.5232,4373020.275,167,277,139,570.850113
438879.1904,4373028.155,172,108,86,529.309912
438879.1904,4373028.155,172,108,87,537.4688752
438879.1904,4373028.155,172,176,88,172.1895648
438879.0966,4373200.344,176,172,88,172.1895648
438879.0966,4373200.344,176,202,101,114.6750169
438879.0966,4373200.344,176,236,118,283.2352445
438863.0189,4373213.435,177,87,89,872.5671818
438863.0189,4373213.435,177,203,102,118.33775
438863.0189,4373213.435,177,237,119,270.6390793
445560.66,4373232.402,179,96,90,2118.282303
445560.66,4373232.402,179,194,98,1274.809153
445560.66,4373232.402,179,678,340,4717.126148
442973.7084,4373307.983,181,182,91,183.283868
442973.7084,4373307.983,181,184,92,234.6111463
442973.7084,4373307.983,181,189,96,235.5594774
442973.7084,4373307.983,181,207,104,80.80962757
442973.3901,4373124.7,182,181,91,183.283868
443208.3173,4373309.011,184,181,92,234.6111463
443208.3173,4373309.011,184,186,93,191.0902907
443208.3173,4373309.011,184,188,94,167.6840587
443208.3173,4373309.011,184,205,103,79.49056839
443208.5664,4373117.921,186,184,93,191.0902907
443376.0009,4373308.615,188,184,94,167.6840587
442738.1629,4373310.554,189,190,95,185.0471694
442738.1629,4373310.554,189,181,96,235.5594774
442738.1629,4373310.554,189,198,100,351.8367766
442738.1629,4373310.554,189,211,106,78.54965704
442738.1786,4373125.514,190,189,95,185.0471694
444288.9163,4373311.571,194,68,97,3119.876608
444288.9163,4373311.571,194,179,98,1274.809153
444288.9163,4373311.571,194,240,121,895.7575223
442356.2717,4373122.843,197,198,99,191.4021139
442386.3604,4373311.865,198,197,99,191.4021139
442386.3604,4373311.865,198,189,100,351.8367766
442386.3604,4373311.865,198,216,108,79.36364371
438898.9353,4373313.019,202,176,101,114.6750169
438898.9353,4373313.019,202,203,136,525.6315809
438898.9353,4373313.019,202,286,144,286.0134294
438844.5075,4373329.853,203,177,102,118.33775
438844.5075,4373329.853,203,202,136,525.6315809
438844.5075,4373329.853,203,281,141,267.9155148
443208.2126,4373388.502,205,184,103,79.49056839
443208.2126,4373388.502,205,207,105,234.3648197
443208.2126,4373388.502,205,240,120,234.0941033
443208.2126,4373388.502,205,266,134,156.9943821
442973.8479,4373388.793,207,181,104,80.80962757
442973.8479,4373388.793,207,205,105,234.3648197
442973.8479,4373388.793,207,211,107,234.1844017
442973.8479,4373388.793,207,262,132,156.1143102
442739.6637,4373389.089,211,189,106,78.54965704
442739.6637,4373389.089,211,207,107,234.1844017
442739.6637,4373389.089,211,216,109,340.8230799
442739.6637,4373389.089,211,258,130,155.2127233
442398.8426,4373390.241,216,198,108,79.36364371
442398.8426,4373390.241,216,211,109,340.8230799
442398.8426,4373390.241,216,220,111,1011.817664
442398.8426,4373390.241,216,256,128,154.8233999
441388.8466,4373450.852,220,72,110,2738.051803
441388.8466,4373450.852,220,216,111,1011.817664
441388.8466,4373450.852,220,224,113,11.05690941
441388.8466,4373450.852,220,308,154,570.656832
441377.8129,4373451.568,224,142,112,558.4139877
441377.8129,4373451.568,224,220,113,11.05690941
441377.8129,4373451.568,224,227,115,8.387254959
441377.8129,4373451.568,224,310,155,571.4189564
441369.4431,4373452.109,227,143,114,558.0127636
441369.4431,4373452.109,227,224,115,8.387254959
441369.4431,4373452.109,227,231,117,10.89549914
441369.4431,4373452.109,227,317,159,570.9441121
441358.5632,4373452.691,231,147,116,557.3074092
441358.5632,4373452.691,231,227,117,10.89549914
441358.5632,4373452.691,231,244,123,645.6669968
441358.5632,4373452.691,231,321,161,570.7212424
438883.7567,4373483.541,236,176,118,283.2352445
438883.7567,4373483.541,236,297,101801,192.5009842
438865.1731,4373484.065,237,177,119,270.6390793
438865.1731,4373484.065,237,304,101802,192.127733
443410.9671,4373486.229,240,205,120,234.0941033
443410.9671,4373486.229,240,194,121,895.7575223
443410.9671,4373486.229,240,266,135,211.4292033
440714.2752,4373494.868,244,152,122,538.7620187
440714.2752,4373494.868,244,231,123,645.6669968
440714.2752,4373494.868,244,247,125,13.09437182
440714.2752,4373494.868,244,330,165,542.4683272
440701.2046,4373495.656,247,155,124,538.9993709
440701.2046,4373495.656,247,244,125,13.09437182
440701.2046,4373495.656,247,252,127,587.1258242
440701.2046,4373495.656,247,333,167,542.0441561
440115.1523,4373531.144,252,160,126,550.382241
440115.1523,4373531.144,252,247,127,587.1258242
440115.1523,4373531.144,252,273,138,538.3508103
440115.1523,4373531.144,252,338,170,523.3024399
